label,latitude,longitude,region,department,class_name,nearest_train_station
mouxy,45.678892745,5.948078524,auvergne rhône alpes,savoie,city,Aix-les-Bains-Le Revard
nances,45.585789452,5.802899497,auvergne rhône alpes,savoie,city,Aiguebelette-le-Lac
la lechere,45.530616072,6.458753079,auvergne rhône alpes,savoie,city,Notre-Dame-de-Briançon
novalaise,45.588185244,5.771762665,auvergne rhône alpes,savoie,city,Lépin-le-Lac-La Bauche
pallud,45.69312628,6.39039527,auvergne rhône alpes,savoie,city,Albertville
planaise,45.507430438,6.094458054,auvergne rhône alpes,savoie,city,Montmélian
planay,45.422903068,6.714642325,auvergne rhône alpes,savoie,city,Nuits-sous-Ravières
le pontet,45.496964223,6.236044066,auvergne rhône alpes,savoie,city,Épierre-St-Léger
queige,45.707848568,6.465031084,auvergne rhône alpes,savoie,city,Ugine
ste marie d alvey,45.594361952,5.715074672,auvergne rhône alpes,savoie,city,Lépin-le-Lac-La Bauche
les belleville,45.355820833,6.497861696,auvergne rhône alpes,savoie,city,St-Julien-Montricher
les belleville,45.355820833,6.497861696,auvergne rhône alpes,savoie,city,St-Julien-Montricher
les belleville,45.355820833,6.497861696,auvergne rhône alpes,savoie,city,St-Julien-Montricher
st martin sur la chambre,45.372437389,6.322606205,auvergne rhône alpes,savoie,city,St-Avre-la-Chambre
st pierre de curtille,45.764724578,5.8316432680000005,auvergne rhône alpes,savoie,city,Chindrieux
st remy de maurienne,45.387995289,6.237982337,auvergne rhône alpes,savoie,city,St-Avre-la-Chambre
st sulpice,45.564739666,5.844416703,auvergne rhône alpes,savoie,city,Prémery
st thibaud de couz,45.494286918,5.832623728,auvergne rhône alpes,savoie,city,Aiguebelette-le-Lac
salins fontaine,45.468380698,6.519204805,auvergne rhône alpes,savoie,city,Moûtiers-Salins-Brides-les-Bains
seez,45.648185166,6.835514042,auvergne rhône alpes,savoie,city,Bourg-St-Maurice
val cenis,45.277005197,6.86952555,auvergne rhône alpes,savoie,city,Modane
tours en savoie,45.666550534,6.462081889,auvergne rhône alpes,savoie,city,La Bâthie
tresserve,45.674848705,5.888925437,auvergne rhône alpes,savoie,city,Aix-les-Bains-Le Revard
ugine,45.772226686,6.432626165,auvergne rhône alpes,savoie,city,Ugine
val d isere,45.431031377,6.998431082,auvergne rhône alpes,savoie,city,Landry
verthemex,45.628650442,5.797872148,auvergne rhône alpes,savoie,city,Viviers-du-Lac
yenne,45.701859127,5.764289965,auvergne rhône alpes,savoie,city,Brens-Virignin
alby sur cheran,45.815673511,6.016021901,auvergne rhône alpes,haute savoie,city,Albens
alex,45.881011742,6.236291245,auvergne rhône alpes,haute savoie,city,Annecy
allonzier la caille,45.999958375,6.104614427,auvergne rhône alpes,haute savoie,city,Groisy-Thorens-la-Caille
ambilly,46.196323189,6.224221286,auvergne rhône alpes,haute savoie,city,Annemasse
anthy sur leman,46.353103956,6.427678428,auvergne rhône alpes,haute savoie,city,Thonon-les-Bains
araches la frasse,46.029848904,6.661387684,auvergne rhône alpes,haute savoie,city,Magland
archamps,46.122411893,6.139530007,auvergne rhône alpes,haute savoie,city,St-Julien-en-Genevois
arenthon,46.097781583,6.33862149,auvergne rhône alpes,haute savoie,city,La Roche-sur-Foron
ayse,46.087240567,6.445889751,auvergne rhône alpes,haute savoie,city,Bonneville
ballaison,46.293505442,6.344432391,auvergne rhône alpes,haute savoie,city,Bons-en-Chablais
la baume,46.283406376,6.6083651660000005,auvergne rhône alpes,haute savoie,city,Évian-les-Bains
bloye,45.82046136,5.948934508,auvergne rhône alpes,haute savoie,city,Albens
bonnevaux,46.29477264,6.666301159,auvergne rhône alpes,haute savoie,city,Frasne
bons en chablais,46.263091584,6.360918753,auvergne rhône alpes,haute savoie,city,Bons-en-Chablais
bossey,46.15019887,6.172261216,auvergne rhône alpes,haute savoie,city,Bossey-Veyrier
chainaz les frasses,45.77852476,5.989847555,auvergne rhône alpes,haute savoie,city,Albens
chamonix mont blanc,45.931285863,6.924027486,auvergne rhône alpes,haute savoie,city,Les Praz-de-Chamonix
la chapelle rambaud,46.072996607,6.239323017,auvergne rhône alpes,haute savoie,city,La Roche-sur-Foron
chevaline,45.73032189,6.208405566,auvergne rhône alpes,haute savoie,city,Frontenex
copponex,46.04443339,6.071290484,auvergne rhône alpes,haute savoie,city,Groisy-Thorens-la-Caille
cornier,46.089386554,6.291152588,auvergne rhône alpes,haute savoie,city,La Roche-sur-Foron
cranves sales,46.197067542,6.303441973,auvergne rhône alpes,haute savoie,city,St-Cergues-les-Voirons
doussard,45.770693452,6.221499108,auvergne rhône alpes,haute savoie,city,Ugine
etrembieres,46.17038206,6.209371826,auvergne rhône alpes,haute savoie,city,Bossey-Veyrier
evian les bains,46.39262894,6.585492446,auvergne rhône alpes,haute savoie,city,Évian-les-Bains
faverges seythenex,45.725411587,6.286059801,auvergne rhône alpes,haute savoie,city,Albertville
fillinges,46.16671376,6.350406803,auvergne rhône alpes,haute savoie,city,St-Cergues-les-Voirons
la forclaz,46.318482661,6.615240164,auvergne rhône alpes,haute savoie,city,Évian-les-Bains
franclens,46.043950751,5.8245141920000005,auvergne rhône alpes,haute savoie,city,Bellegarde
les gets,46.154279359,6.66024421,auvergne rhône alpes,haute savoie,city,Cluses
habere lullin,46.233020705,6.462231125,auvergne rhône alpes,haute savoie,city,Bons-en-Chablais
hery sur alby,45.792105901,6.010419372,auvergne rhône alpes,haute savoie,city,Albens
les houches,45.897024487,6.800860672,auvergne rhône alpes,haute savoie,city,Les Houches
juvigny,46.216312744,6.29095279,auvergne rhône alpes,haute savoie,city,St-Cergues-les-Voirons
lathuile,45.775346818,6.196373266,auvergne rhône alpes,haute savoie,city,Annecy
leschaux,45.774624096,6.118555974,auvergne rhône alpes,haute savoie,city,Albens
lullin,46.279427526,6.510505279,auvergne rhône alpes,haute savoie,city,Perrignier
marcellaz,46.145664196,6.35745515,auvergne rhône alpes,haute savoie,city,Reignier
marignier,46.094958159,6.494338838,auvergne rhône alpes,haute savoie,city,Marignier
marigny st marcel,45.83011429,5.983343958,auvergne rhône alpes,haute savoie,city,Rumilly
val de chaise,45.761448779,6.347846824,auvergne rhône alpes,haute savoie,city,Ugine
val de chaise,45.761448779,6.347846824,auvergne rhône alpes,haute savoie,city,Ugine
aime la plagne,45.566465331,6.613573271,auvergne rhône alpes,savoie,city,Aime-La Plagne
massongy,46.323285718,6.324857922,auvergne rhône alpes,haute savoie,city,Bons-en-Chablais
aime la plagne,45.566465331,6.613573271,auvergne rhône alpes,savoie,city,Aime-La Plagne
mieussy,46.145516106,6.533425091,auvergne rhône alpes,haute savoie,city,Marignier
entrelacs,45.785777721,5.917882482,auvergne rhône alpes,savoie,city,Albens
minzier,46.055650478,5.99147522,auvergne rhône alpes,haute savoie,city,Valleiry
entrelacs,45.785777721,5.917882482,auvergne rhône alpes,savoie,city,Albens
monnetier mornex,46.152713259,6.212259227,auvergne rhône alpes,haute savoie,city,Bossey-Veyrier
entrelacs,45.785777721,5.917882482,auvergne rhône alpes,savoie,city,Albens
montriond,46.206610963,6.743734236,auvergne rhône alpes,haute savoie,city,Cluses
allondaz,45.711712162,6.371619949,auvergne rhône alpes,savoie,city,Albertville
neydens,46.118334031,6.104161026,auvergne rhône alpes,haute savoie,city,St-Julien-en-Genevois
arbin,45.51043558,6.07404533,auvergne rhône alpes,savoie,city,Montmélian
novel,46.361716241,6.763643702,auvergne rhône alpes,haute savoie,city,Évian-les-Bains
argentine,45.489243864,6.33324802,auvergne rhône alpes,savoie,city,Épierre-St-Léger
glieres val de borne,45.985439174,6.387128363,auvergne rhône alpes,haute savoie,city,St-Pierre-en-Faucigny
barberaz,45.552249906,5.939231219,auvergne rhône alpes,savoie,city,Chambéry-Challes-les-Eaux
presilly,46.085333492,6.090999806,auvergne rhône alpes,haute savoie,city,Lons-le-Saunier
barby,45.569503783,5.982089614,auvergne rhône alpes,savoie,city,Chambéry-Challes-les-Eaux
publier,46.390020721,6.541004752,auvergne rhône alpes,haute savoie,city,Évian-les-Bains
la bauche,45.482079312,5.770374073,auvergne rhône alpes,savoie,city,St-Béron-La Bridoire
st andre de boege,46.193124504,6.382570637,auvergne rhône alpes,haute savoie,city,St-Cergues-les-Voirons
betton bettonet,45.526878135,6.182970877,auvergne rhône alpes,savoie,city,Chamousset
st felix,45.807692262,5.977246836,auvergne rhône alpes,haute savoie,city,Albens
bonneval sur arc,45.385908697,7.091810768,auvergne rhône alpes,savoie,city,Landry
st ferreol,45.78395219,6.307449628,auvergne rhône alpes,haute savoie,city,Ugine
bourget en huile,45.482062173,6.21174046,auvergne rhône alpes,savoie,city,Épierre-St-Léger
st gingolph,46.388464081,6.777113382,auvergne rhône alpes,haute savoie,city,Évian-les-Bains
bourgneuf,45.553083794,6.245407151,auvergne rhône alpes,savoie,city,Chamousset
st jorioz,45.822549848,6.149892538,auvergne rhône alpes,haute savoie,city,Annecy
bourg st maurice,45.664967921,6.766555728,auvergne rhône alpes,savoie,city,Bourg-St-Maurice
servoz,45.945165525,6.784502636,auvergne rhône alpes,haute savoie,city,Servoz
bozel,45.462479424,6.651134926,auvergne rhône alpes,savoie,city,Pomblière-St-Marcel
thyez,46.088205253,6.5364760870000005,auvergne rhône alpes,haute savoie,city,Marignier
cevins,45.609765379,6.497573807,auvergne rhône alpes,savoie,city,La Bâthie
thonon les bains,46.371148604,6.482051389,auvergne rhône alpes,haute savoie,city,Thonon-les-Bains
chambery,45.583611651,5.908826049,auvergne rhône alpes,savoie,city,Chambéry-Challes-les-Eaux
filliere,45.995782172,6.249262256,auvergne rhône alpes,haute savoie,city,Groisy-Thorens-la-Caille
champ laurent,45.507717412,6.20943518,auvergne rhône alpes,savoie,city,Chamousset
la tour,46.134008753,6.431205952,auvergne rhône alpes,haute savoie,city,Bonneville
chanaz,45.804130615,5.79674086,auvergne rhône alpes,savoie,city,Vions-Chanaz
vacheresse,46.322805854,6.706647482,auvergne rhône alpes,haute savoie,city,Évian-les-Bains
la chapelle blanche,45.449504514,6.073278106,auvergne rhône alpes,savoie,city,Pontcharra-sur-Breda-Allevard
vailly,46.293525379,6.552738803,auvergne rhône alpes,haute savoie,city,Perrignier
la chavanne,45.493190253,6.066208706,auvergne rhône alpes,savoie,city,Montmélian
vallieres sur fier,45.917386419,5.916282231,auvergne rhône alpes,haute savoie,city,Rumilly
chignin,45.523351436,6.013824856,auvergne rhône alpes,savoie,city,Montmélian
villy le pelloux,46.00042977,6.136542048,auvergne rhône alpes,haute savoie,city,Groisy-Thorens-la-Caille
cognin,45.560375899,5.891508186,auvergne rhône alpes,savoie,city,Chambéry-Challes-les-Eaux
corbel,45.439091821,5.828465693,auvergne rhône alpes,savoie,city,St-Béron-La Bridoire
curienne,45.560410558,6.009847929,auvergne rhône alpes,savoie,city,Montmélian
ecole,45.628588514,6.187894352,auvergne rhône alpes,savoie,city,Grésy-sur-Isère
hauteluce,45.764037166,6.615272067,auvergne rhône alpes,savoie,city,Ugine
hauteville,45.527957767,6.167269261,auvergne rhône alpes,savoie,city,St-Pierre-d'Albigny
la tour en maurienne,45.318136386,6.374038604,auvergne rhône alpes,savoie,city,St-Jean-de-Maurienne-Arvan
la plagne tarentaise,45.555713508,6.695991907,auvergne rhône alpes,savoie,city,Landry
mery,45.636710152,5.934683065,auvergne rhône alpes,savoie,city,Viviers-du-Lac
les mollettes,45.466540002,6.058482357,auvergne rhône alpes,savoie,city,Montmélian
montailleur,45.619452411,6.265916816,auvergne rhône alpes,savoie,city,Grésy-sur-Isère
montmelian,45.508122648,6.05520676,auvergne rhône alpes,savoie,city,Montmélian
montricher albanne,45.214400447,6.4081926,auvergne rhône alpes,savoie,city,St-Julien-Montricher
montvernier,45.333135172,6.33477292,auvergne rhône alpes,savoie,city,St-Avre-la-Chambre
la lechere,45.530616072,6.458753079,auvergne rhône alpes,savoie,city,Notre-Dame-de-Briançon
la lechere,45.530616072,6.458753079,auvergne rhône alpes,savoie,city,Notre-Dame-de-Briançon
la lechere,45.530616072,6.458753079,auvergne rhône alpes,savoie,city,Notre-Dame-de-Briançon
ontex,45.749328375,5.822559239,auvergne rhône alpes,savoie,city,Chindrieux
pugny chatenod,45.692098904,5.954658512,auvergne rhône alpes,savoie,city,Aix-les-Bains-Le Revard
valgelon la rochette,45.461658891,6.123313375,auvergne rhône alpes,savoie,city,Montmélian
rotherens,45.471632353,6.136902031,auvergne rhône alpes,savoie,city,Montmélian
ruffieux,45.85139926,5.843199167,auvergne rhône alpes,savoie,city,Vions-Chanaz
st cassin,45.520833965,5.879258647,auvergne rhône alpes,savoie,city,Aiguebelette-le-Lac
st etienne de cuines,45.3454705,6.259934385,auvergne rhône alpes,savoie,city,St-Avre-la-Chambre
st genix les villages,45.606240571,5.67641165,auvergne rhône alpes,savoie,city,Pont-de-Beauvoisin
st genix les villages,45.606240571,5.67641165,auvergne rhône alpes,savoie,city,Pont-de-Beauvoisin
st jean d arvey,45.596943861,5.991198121,auvergne rhône alpes,savoie,city,Chambéry-Challes-les-Eaux
st jean de chevelu,45.695277162,5.826925224,auvergne rhône alpes,savoie,city,Aix-les-Bains-Le Revard
st jean de couz,45.465090938,5.813424414,auvergne rhône alpes,savoie,city,St-Béron-La Bridoire
les belleville,45.355820833,6.497861696,auvergne rhône alpes,savoie,city,St-Julien-Montricher
les belleville,45.355820833,6.497861696,auvergne rhône alpes,savoie,city,St-Julien-Montricher
st michel de maurienne,45.238491837,6.493756762,auvergne rhône alpes,savoie,city,St-Michel-Valloire
st nicolas la chapelle,45.824418677,6.479431942,auvergne rhône alpes,savoie,city,Ugine
st offenge,45.725843561,6.012423943,auvergne rhône alpes,savoie,city,Grésy-sur-Aix
st offenge,45.725843561,6.012423943,auvergne rhône alpes,savoie,city,Grésy-sur-Aix
st paul sur isere,45.586991603,6.407535394,auvergne rhône alpes,savoie,city,La Bâthie
st pierre de belleville,45.453634744,6.258435939,auvergne rhône alpes,savoie,city,Épierre-St-Léger
st sorlin d arves,45.20159298,6.202196186,auvergne rhône alpes,savoie,city,St-Jean-de-Maurienne-Arvan
salins fontaine,45.468380698,6.519204805,auvergne rhône alpes,savoie,city,Moûtiers-Salins-Brides-les-Bains
sonnaz,45.619760797,5.917146912,auvergne rhône alpes,savoie,city,Viviers-du-Lac
tignes,45.481597499,6.936410072,auvergne rhône alpes,savoie,city,Landry
trevignin,45.705146707,5.967980808,auvergne rhône alpes,savoie,city,Grésy-sur-Aix
valloire,45.123191523,6.4235879350000005,auvergne rhône alpes,savoie,city,St-Michel-Valloire
villard sallet,45.486193231,6.134841984,auvergne rhône alpes,savoie,city,Montmélian
villarembert,45.240136896,6.265470301,auvergne rhône alpes,savoie,city,St-Jean-de-Maurienne-Arvan
villaroux,45.461358005,6.078656608,auvergne rhône alpes,savoie,city,Montmélian
amancy,46.073169717,6.330360006,auvergne rhône alpes,haute savoie,city,La Roche-sur-Foron
annecy,45.901643496,6.118095198,auvergne rhône alpes,haute savoie,city,Annecy
annecy,45.901643496,6.118095198,auvergne rhône alpes,haute savoie,city,Annecy
annecy,45.901643496,6.118095198,auvergne rhône alpes,haute savoie,city,Annecy
araches la frasse,46.029848904,6.661387684,auvergne rhône alpes,haute savoie,city,Magland
arbusigny,46.086536566,6.207481076,auvergne rhône alpes,haute savoie,city,Reignier
la balme de thuy,45.910854533,6.285985489,auvergne rhône alpes,haute savoie,city,Annecy
bonne,46.17210894,6.319742193,auvergne rhône alpes,haute savoie,city,St-Cergues-les-Voirons
brenthonne,46.26930535,6.394340321,auvergne rhône alpes,haute savoie,city,Bons-en-Chablais
cervens,46.280664647,6.447304758,auvergne rhône alpes,haute savoie,city,Perrignier
champanges,46.371491497,6.553109246,auvergne rhône alpes,haute savoie,city,Évian-les-Bains
chapeiry,45.839289222,6.039025052,auvergne rhône alpes,haute savoie,city,Rumilly
chatel,46.24886452,6.816892781,auvergne rhône alpes,haute savoie,city,Évian-les-Bains
chaumont,46.044700549,5.944847434,auvergne rhône alpes,haute savoie,city,Champigny-sur-Yonne
chens sur leman,46.31064477,6.267752661,auvergne rhône alpes,haute savoie,city,Machilly
chessenaz,46.040790034,5.906359986,auvergne rhône alpes,haute savoie,city,Valleiry
clermont,45.973265067,5.909223699,auvergne rhône alpes,haute savoie,city,Cazères-sur-Garonne
contamine sur arve,46.133913691,6.338410778,auvergne rhône alpes,haute savoie,city,Reignier
crempigny bonneguete,45.94673556,5.903478205,auvergne rhône alpes,haute savoie,city,Seyssel-Corbonod
cuvat,45.976967089,6.108568588,auvergne rhône alpes,haute savoie,city,Pringy
domancy,45.90695655,6.66285427,auvergne rhône alpes,haute savoie,city,St-Gervais-les-Bains-Le Fayet
duingt,45.820806962,6.195797324,auvergne rhône alpes,haute savoie,city,Annecy
essert romand,46.202296033,6.659778007,auvergne rhône alpes,haute savoie,city,Cluses
etaux,46.061178328,6.270638148,auvergne rhône alpes,haute savoie,city,La Roche-sur-Foron
etercy,45.892684038,6.007393917,auvergne rhône alpes,haute savoie,city,Rumilly
etrembieres,46.17038206,6.209371826,auvergne rhône alpes,haute savoie,city,Bossey-Veyrier
faucigny,46.116129363,6.369052075,auvergne rhône alpes,haute savoie,city,Bonneville
fessy,46.271619297,6.422538795,auvergne rhône alpes,haute savoie,city,Perrignier
hauteville sur fier,45.905485716,5.9777429820000005,auvergne rhône alpes,haute savoie,city,Rumilly
lucinges,46.194357866,6.329706022,auvergne rhône alpes,haute savoie,city,St-Cergues-les-Voirons
magland,46.001071688,6.633169789,auvergne rhône alpes,haute savoie,city,Magland
manigod,45.850224748,6.40092821,auvergne rhône alpes,haute savoie,city,Ugine
marlioz,46.027137012,6.008641879,auvergne rhône alpes,haute savoie,city,Valleiry
massingy,45.826939171,5.9155792940000005,auvergne rhône alpes,haute savoie,city,Châtillon-sur-Seine
menthon st bernard,45.865052674,6.193693103,auvergne rhône alpes,haute savoie,city,Annecy
menthonnex sous clermont,45.961850441,5.93573731,auvergne rhône alpes,haute savoie,city,Seyssel-Corbonod
monnetier mornex,46.152713259,6.212259227,auvergne rhône alpes,haute savoie,city,Bossey-Veyrier
morillon,46.063246082,6.673544769,auvergne rhône alpes,haute savoie,city,Magland
musieges,46.014444416,5.956419184,auvergne rhône alpes,haute savoie,city,Valleiry
nangy,46.1500956,6.306688418,auvergne rhône alpes,haute savoie,city,Reignier
neuvecelle,46.392391514,6.608994397,auvergne rhône alpes,haute savoie,city,Évian-les-Bains
nonglard,45.922421002,6.026927589,auvergne rhône alpes,haute savoie,city,Annecy
passy,45.954115046,6.740019378,auvergne rhône alpes,haute savoie,city,Galuzot
passy,45.954115046,6.740019378,auvergne rhône alpes,haute savoie,city,Galuzot
reignier esery,46.135627845,6.261251442,auvergne rhône alpes,haute savoie,city,Reignier
reyvroz,46.324246754,6.562549634,auvergne rhône alpes,haute savoie,city,Thonon-les-Bains
la riviere enverse,46.089558681,6.63410793,auvergne rhône alpes,haute savoie,city,Cluses
st blaise,46.066377134,6.090241265,auvergne rhône alpes,haute savoie,city,Viry
st eustache,45.794894752,6.152285026,auvergne rhône alpes,haute savoie,city,Annecy
st gervais les bains,45.856910863,6.740768562,auvergne rhône alpes,haute savoie,city,Viaduc-Ste-Marie
st jean d aulps,46.227917977,6.660604144,auvergne rhône alpes,haute savoie,city,Cluses
st jeoire en faucigny,46.138700312,6.464958906,auvergne rhône alpes,haute savoie,city,Marignier
st julien en genevois,46.139276823,6.078492943,auvergne rhône alpes,haute savoie,city,St-Julien-en-Genevois
st laurent,46.037255554,6.353533699,auvergne rhône alpes,haute savoie,city,St-Pierre-en-Faucigny
sallanches,45.947315555,6.607467317,auvergne rhône alpes,haute savoie,city,Sallanches-Combloux-Megève
sallanches,45.947315555,6.607467317,auvergne rhône alpes,haute savoie,city,Sallanches-Combloux-Megève
saxel,46.244548327,6.403105415,auvergne rhône alpes,haute savoie,city,Bons-en-Chablais
scientrier,46.120211257,6.317946124,auvergne rhône alpes,haute savoie,city,Reignier
sevrier,45.855427419,6.13830766,auvergne rhône alpes,haute savoie,city,Annecy
seytroux,46.239671645,6.602983144,auvergne rhône alpes,haute savoie,city,Perrignier
sixt fer a cheval,46.054022875,6.812310254,auvergne rhône alpes,haute savoie,city,Le Buet
talloires montmin,45.822851156,6.244968032,auvergne rhône alpes,haute savoie,city,Annecy
filliere,45.995782172,6.249262256,auvergne rhône alpes,haute savoie,city,Groisy-Thorens-la-Caille
filliere,45.995782172,6.249262256,auvergne rhône alpes,haute savoie,city,Groisy-Thorens-la-Caille
thusy,45.949817386,5.964132606,auvergne rhône alpes,haute savoie,city,Rumilly
valleiry,46.115921872,5.970654424,auvergne rhône alpes,haute savoie,city,Valleiry
vallieres sur fier,45.917386419,5.916282231,auvergne rhône alpes,haute savoie,city,Rumilly
vanzy,46.037834368,5.888802595,auvergne rhône alpes,haute savoie,city,Seyssel-Corbonod
villard,46.211969374,6.450523112,auvergne rhône alpes,haute savoie,city,Bons-en-Chablais
les villards sur thones,45.913576888,6.374280542,auvergne rhône alpes,haute savoie,city,St-Pierre-en-Faucigny
vinzier,46.345150054,6.610681404,auvergne rhône alpes,haute savoie,city,Évian-les-Bains
andelat,45.070233689,3.059413009,auvergne rhône alpes,cantal,city,St-Flour-Chaudes-Aigues
arnac,45.063182281,2.226629036,auvergne rhône alpes,cantal,city,Laroquebrou
auriac l eglise,45.264117915,3.126081615,auvergne rhône alpes,cantal,city,Massiac
auzers,45.276262008,2.464357598,auvergne rhône alpes,cantal,city,Le Lioran
champs sur tarentaine marchal,45.404173289,2.603909473,auvergne rhône alpes,cantal,city,Mont-Dore
le claux,45.149992228,2.699988493,auvergne rhône alpes,cantal,city,Le Lioran
coltines,45.093047751,2.996843927,auvergne rhône alpes,cantal,city,Neussargues
coren,45.087529159,3.108471728,auvergne rhône alpes,cantal,city,St-Flour-Chaudes-Aigues
crandelles,44.956901145,2.360132233,auvergne rhône alpes,cantal,city,Ytrac
cros de montvert,45.058885322,2.158713383,auvergne rhône alpes,cantal,city,Laroquebrou
escorailles,45.168575558,2.331145518,auvergne rhône alpes,cantal,city,Laroquebrou
freix anglards,45.017376998,2.377584194,auvergne rhône alpes,cantal,city,Aurillac
giou de mamou,44.934991663,2.507652378,auvergne rhône alpes,cantal,city,Aurillac
glenat,44.903890991,2.171878064,auvergne rhône alpes,cantal,city,Pers
labesserette,44.741073451,2.480623975,auvergne rhône alpes,cantal,city,Boisset
ladinhac,44.767394945,2.50896866,auvergne rhône alpes,cantal,city,Aurillac
lascelle mandailles,45.035547886,2.560702988,auvergne rhône alpes,cantal,city,Vic-sur-Cère
laurie,45.284545267,3.082958406,auvergne rhône alpes,cantal,city,Massiac
laveissenet,45.076856138,2.877478224,auvergne rhône alpes,cantal,city,Murat
leucamp,44.784434063,2.539565049,auvergne rhône alpes,cantal,city,Aurillac
leyvaux,45.3245912,3.088982477,auvergne rhône alpes,haute loire,city,Massiac
val d arcomie,44.924769508,3.178116578,auvergne rhône alpes,cantal,city,St-Flour-Chaudes-Aigues
val d arcomie,44.924769508,3.178116578,auvergne rhône alpes,cantal,city,St-Flour-Chaudes-Aigues
val d arcomie,44.924769508,3.178116578,auvergne rhône alpes,cantal,city,St-Flour-Chaudes-Aigues
montgreleix,45.355693379,2.888434492,auvergne rhône alpes,cantal,city,Mont-Dore
montsalvy,44.695718084,2.49431112,auvergne rhône alpes,cantal,city,Boisset
narnhac,44.93555685,2.765810318,auvergne rhône alpes,cantal,city,Vic-sur-Cère
neussargues en pinatelle,45.150152022,2.942924918,auvergne rhône alpes,cantal,city,Neussargues
neuveglise sur truyere,44.934436863,2.980691246,auvergne rhône alpes,cantal,city,St-Flour-Chaudes-Aigues
omps,44.880067043,2.268958361,auvergne rhône alpes,cantal,city,Pers
parlan,44.827595483,2.173190807,auvergne rhône alpes,cantal,city,Le Rouget
polminhac,44.952338764,2.575944761,auvergne rhône alpes,cantal,city,Vic-sur-Cère
prunet,44.82301855,2.475730256,auvergne rhône alpes,cantal,city,La Bastide-St-Laurent-les-Bains
reilhac,44.970290375,2.423170665,auvergne rhône alpes,cantal,city,Aurillac
roffiac,45.04881895,3.016267722,auvergne rhône alpes,cantal,city,St-Flour-Chaudes-Aigues
saignes,45.331102518,2.48109717,auvergne rhône alpes,cantal,city,Ussel
st amandin,45.328059861,2.708325859,auvergne rhône alpes,cantal,city,Le Lioran
st chamant,45.092094581,2.445792393,auvergne rhône alpes,cantal,city,Aurillac
st constant fournoules,44.684896342,2.257517062,auvergne rhône alpes,cantal,city,Maurs
st constant fournoules,44.684896342,2.257517062,auvergne rhône alpes,cantal,city,Maurs
ste eulalie,45.124424769,2.380615877,auvergne rhône alpes,cantal,city,Aurillac
st georges,45.019255097,3.138006242,auvergne rhône alpes,cantal,city,St-Flour-Chaudes-Aigues
st gerons,44.941251055,2.204780461,auvergne rhône alpes,cantal,city,Laroquebrou
st hippolyte,45.219459504,2.703589893,auvergne rhône alpes,cantal,city,Pont-de-Roide
st paul des landes,44.950738278,2.300319426,auvergne rhône alpes,cantal,city,Lacapelle-Viescamp
st pierre,45.395610204,2.381715444,auvergne rhône alpes,cantal,city,St-Laurent (Jura)
st vincent de salers,45.207432151,2.539278378,auvergne rhône alpes,cantal,city,Le Lioran
segur les villas,45.2084256,2.82274393,auvergne rhône alpes,cantal,city,Murat
sourniac,45.275539933,2.335106267,auvergne rhône alpes,cantal,city,Égletons
les ternes,44.996253302,2.995001779,auvergne rhône alpes,cantal,city,St-Flour-Chaudes-Aigues
le trioulou,44.670842902,2.191191085,auvergne rhône alpes,cantal,city,Bagnac
vabres,45.037423174,3.1955992,auvergne rhône alpes,cantal,city,St-Flour-Chaudes-Aigues
valjouze,45.164432726,3.060614498,auvergne rhône alpes,cantal,city,Neussargues
vebret,45.356076766,2.515413708,auvergne rhône alpes,cantal,city,Ussel
vieillevie,44.651953195,2.433832549,auvergne rhône alpes,cantal,city,Cransac
virargues,45.129039564,2.898709211,auvergne rhône alpes,cantal,city,Murat
besse,45.10143426,2.354212669,auvergne rhône alpes,cantal,city,St-Jean-de-Maurienne-Arvan
aix la fayette,45.50712609,3.528727604,auvergne rhône alpes,puy de dôme,city,Brassac-les-Mines-Ste-Florine
les ancizes comps,45.932943595,2.805361134,auvergne rhône alpes,puy de dôme,city,Les Ancizes-St-Georges
aubusson d auvergne,45.753344684,3.599187212,auvergne rhône alpes,puy de dôme,city,Thiers
auzat la combelle,45.450700916,3.325351022,auvergne rhône alpes,puy de dôme,city,Brassac-les-Mines-Ste-Florine
aveze,45.597264094,2.6060489540000003,auvergne rhône alpes,puy de dôme,city,Laqueuille
aydat,45.666617806,2.9843259360000003,auvergne rhône alpes,puy de dôme,city,Royat-Chamalières
brassac les mines,45.41954436,3.321258412,auvergne rhône alpes,puy de dôme,city,Brassac-les-Mines-Ste-Florine
briffons,45.700680228,2.65401214,auvergne rhône alpes,puy de dôme,city,Laqueuille
cebazat,45.832123942,3.10733217,auvergne rhône alpes,puy de dôme,city,Gerzat
la celle,45.849609754,2.474260053,auvergne rhône alpes,puy de dôme,city,Felletin
la cellette,46.096111241,2.726329985,auvergne rhône alpes,puy de dôme,city,St-Éloy
chadeleuf,45.581679082,3.181413052,auvergne rhône alpes,puy de dôme,city,Parent-Coudes-Champeix
chamalieres,45.774757798,3.061837398,auvergne rhône alpes,puy de dôme,city,Royat-Chamalières
chambon sur dolore,45.496971629,3.625014431,auvergne rhône alpes,puy de dôme,city,Brassac-les-Mines-Ste-Florine
chaptuzat,46.030202786,3.170496458,auvergne rhône alpes,puy de dôme,city,Aigueperse
charensat,45.983594058,2.643809635,auvergne rhône alpes,puy de dôme,city,Les Ancizes-St-Georges
chateldon,45.973646442,3.552708929,auvergne rhône alpes,puy de dôme,city,Puy-Guillaume
